"","gene_names","ID","CpG_logFC","Gene_logFC","AveExpr","P.Value"
"1","ACOX2","3_58521219",NA,-1.87320783315978,-0.264539150024265,0.0214854492900876
"2","ADAMTS15","11_130316168",NA,-2.47177951175578,-2.31055655732452,0.045831002102937
"3","ALPK3","15_85352129",NA,-1.88829497814705,1.96049280745067,0.0358995307354607
"4","ALPK3","15_85394012",NA,-1.88829497814705,1.96049280745067,0.0358995307354607
"5","ARHGAP31","3_119011485",NA,-1.68575404543098,3.80094646645331,0.0097421876454752
"6","ARTN","1_44395544",NA,-2.14446568196048,2.58222212544117,0.0383406708712669
"7","C1orf127","1_11039443",NA,-2.10809130924283,0.43492373632949,0.0125425075854982
"8","CACNA2D4","12_2024526",0.404031287203583,-2.03697937305648,4.88494441136497,0.00803122604272712
"9","CCDC149","4_24975857",NA,-1.79288185780987,3.1878990689422,0.0192825357933315
"10","CD1B","1_158301274",NA,-1.99907350505955,-3.47344084724653,0.0486068465554149
"11","CD1D","1_158149089",0.373526428984007,-2.71234525399636,3.22474837022802,0.0202033255338119
"12","CD300LB","17_72524256",0.31782523224622,-2.42839518065871,2.91210950722786,0.0220028746248122
"13","CD300LB","17_72524256",0.436155012656992,-2.42839518065871,2.91210950722786,0.0220028746248122
"14","CDK15","2_202650409",NA,-2.85796669060749,-0.466806261195466,0.0121048295146344
"15","CKM","19_45816814",NA,-1.68605962366409,0.740811671881589,0.00357579261729502
"16","CLECL1","12_9883777",NA,-2.66650352886649,2.06571888175042,0.009851093437908
"17","CXCR2","2_218988939",0.312515582284576,-2.87613085193375,2.51247440106777,0.000185423247440999
"18","DYDC2","10_82114838",NA,-1.51779333276843,-3.63843373488509,0.0116322492010042
"19","ELOVL3","10_103980620",NA,-3.19918374959733,-1.69471323252476,3.51147083069828e-05
"20","FAM205A","9_34722908",NA,-1.62260245043607,-3.43485574121314,0.00536864686790259
"21","GGT1","22_24973145",NA,-1.84168994848194,3.65124362651888,0.00373504843948568
"22","GLOD5","X_48620022",NA,-1.89381651228171,-0.387982226368801,0.0474505077731486
"23","GPBAR1","2_219119543",NA,-1.59954345101418,2.30677477883436,0.0282242522538468
"24","GPR55","2_231819113",NA,-1.94676410680577,1.57162288108721,0.0012794493820426
"25","GPRC5C","17_72426287",NA,-2.83268965957819,0.800422994513474,0.000643857266191457
"26","HLA-DMB","6_32905663",0.389585863028267,-1.95139190964475,5.67600193096739,0.0160316416222658
"27","HLA-DMB","6_32905663",0.346315387045705,-1.95139190964475,5.67600193096739,0.0160316416222658
"28","HLA-DPA1","6_33040661",0.300300511451447,-1.70298902815152,7.6515385324397,0.0404976583302979
"29","HLA-DPB1","6_33040661",0.300300511451447,-1.54888575859591,7.28947152774585,0.0366218977790702
"30","HLA-DQA1","6_32588529",NA,-1.7469498895472,5.52422593661465,0.0449283752808663
"31","HLA-DRA","6_32405593",NA,-1.67241217111881,9.24792088786625,0.0244474759907657
"32","HORMAD1","1_150663458",NA,-2.08846775421848,0.559462303293549,0.00420542952715759
"33","HORMAD1","1_150692032",NA,-2.08846775421848,0.559462303293549,0.00420542952715759
"34","IFI27L2","14_94593408",NA,-1.676178730738,2.55778592422987,0.000527110782291571
"35","KCNK6","19_38810013",NA,-1.58471235745197,4.5259343489245,0.00168940874489661
"36","KYNU","2_143631021",NA,-2.69025158065054,4.06356611808722,0.0173324912109696
"37","LAMB3","1_209823579",NA,-2.07190750054852,-0.698390862240262,0.00788972532174478
"38","LOXHD1","18_44235794",NA,-2.84246265437255,1.46673546332192,0.0275646970402265
"39","LRRC25","19_18507514",NA,-1.8880251473966,4.49187879578752,0.0260088640942811
"40","LRTM2","12_1925498",NA,-1.99494464673537,-1.52053593167491,0.0309193501868907
"41","MAP10","1_232939599",0.419657244393007,-1.75085184732219,3.09165188223468,0.0013845614586118
"42","MAP10","1_232939599",0.448589994951109,-1.75085184732219,3.09165188223468,0.0013845614586118
"43","MMEL1","1_2514865",NA,-2.4254370731142,-1.22056635684488,0.00710607609360982
"44","MNDA","1_158798262",NA,-1.93470167058258,6.60607035665167,0.0179520708158038
"45","MYO7B","2_128292356",NA,-2.37790939037977,2.67667161574249,0.0124392563137949
"46","NKAPL","6_28220283",NA,-1.97051691048078,-2.62018241805643,0.000783427713429844
"47","NPL","1_182757765",NA,-1.53258986266178,3.58799556239298,0.0299776515893262
"48","OSCP1","1_36883305",NA,-1.98479164654242,2.39682684841617,0.000545017383141941
"49","OSCP1","1_36915681",NA,-1.98479164654242,2.39682684841617,0.000545017383141941
"50","PHYHD1","9_131679351",0.339971718817948,-1.91543527641053,1.22854421147612,0.00325285598399788
"51","PHYHD1","9_131697573",NA,-1.91543527641053,1.22854421147612,0.00325285598399788
"52","PRG2","11_57156486",NA,-2.18844322749365,1.58538095250161,0.0320053452237958
"53","PTAFR","1_28511770",NA,-1.90632687110457,5.48782677945296,0.0439016741076901
"54","RASSF4","10_45446450",NA,-1.68622455627496,5.84096512122576,0.0140228255783361
"55","RGS10","10_121294464",NA,-1.61174273097598,4.3942242284713,0.00219623863389632
"56","RNU4-27P","1_36863902",NA,-2.19636881766777,-3.6077176025048,5.357758162901e-09
"57","RNU6-1042P","1_150663458",NA,-2.24412769173468,-3.68908944165007,5.26749575123227e-08
"58","ROGDI","16_4839234",NA,-3.07197234754645,4.90998111885125,6.8710364395171e-07
"59","RPS6KL1","14_75388915",NA,-1.67762270117845,2.18790904890363,0.0467554534073033
"60","SIGLEC12","19_51987570",NA,-2.27806156380289,2.41588455807299,0.034828180136848
"61","SIGLEC7","19_51643530",0.331276486832082,-2.03616041247043,1.37063336695267,0.0374728044946824
"62","SIGLEC9","19_51617905",0.548850300912618,-2.60073212338247,3.09511716592848,0.0232792464424863
"63","SIGLEC9","19_51617905",0.338096272773804,-2.60073212338247,3.09511716592848,0.0232792464424863
"64","SIGLECL1","19_51760252",NA,-2.20346732352864,-1.92440446339219,0.0033646117435586
"65","SIPA1L2","1_232696487",NA,-1.85050334436038,3.14055472943542,0.0463453648372921
"66","SLC2A6","9_136341088",NA,-1.60801018329456,3.55709168106361,0.0173896439248848
"67","SMIM22","16_4839234",NA,-2.6697714284801,-1.01282731788274,0.000209208175235667
"68","ST14","11_130029015",NA,-2.22596718243823,3.16018110448039,0.0210495784355209
"69","TMEM150B","19_55834023",NA,-2.71597880405894,2.2519337062003,0.00320826367641993
"70","TNFSF15","9_117550114",NA,-1.96643519959809,-0.375652690358263,0.0157716777812576
"71","TNFSF15","9_117565400",NA,-1.96643519959809,-0.375652690358263,0.0157716777812576
"72","TYROBP","19_36397947",NA,-1.95673159702357,6.76216245866801,0.00473730005478915
