"","gene_names","ID","CpG_logFC","Gene_logFC","AveExpr","P.Value"
"1","COPZ2","17_46109003",NA,1.8807696910073,-0.515441076874107,0.00480366506259487
"2","DTNA","18_32073060",-0.39853770198334,3.10362249134362,0.443393530618958,0.00485294254701479
"3","DTNA","18_32392811",NA,3.10362249134362,0.443393530618958,0.00485294254701479
"4","GLB1L2","11_134198546",NA,1.74201665157695,0.534629886087872,0.0399372103927967
"5","HOXA10-AS","7_27207967",NA,3.50910655362709,0.564643970705073,0.00547285974777351
"6","HOXA13","7_27230274",NA,2.87547646581452,-3.48467457006008,0.00671667387113429
"7","HOXA13","7_27238413",NA,2.87547646581452,-3.48467457006008,0.00671667387113429
"8","HOXA9","7_27207967",NA,4.39442843843491,3.09061702770401,0.00106764566406882
"9","HOXB-AS3","17_46660464",-0.344716591164863,4.62208771787026,-1.08608905209098,0.00133776744411769
"10","HOXB-AS3","17_46660464",-0.348944754769504,4.62208771787026,-1.08608905209098,0.00133776744411769
"11","HOXB-AS3","17_46670497",-0.525779297822443,4.62208771787026,-1.08608905209098,0.00133776744411769
"12","HOXB-AS3","17_46660464",-0.501061802175655,4.62208771787026,-1.08608905209098,0.00133776744411769
"13","HOXB-AS3","17_46660464",-0.346565842367639,4.62208771787026,-1.08608905209098,0.00133776744411769
"14","HOXB-AS3","17_46670497",-0.432856843862632,4.62208771787026,-1.08608905209098,0.00133776744411769
"15","HOXB-AS3","17_46660464",-0.476421103158737,4.62208771787026,-1.08608905209098,0.00133776744411769
"16","HOXB-AS3","17_46660464",-0.330447820859258,4.62208771787026,-1.08608905209098,0.00133776744411769
"17","HOXB-AS3","17_46670497",-0.502660000119465,4.62208771787026,-1.08608905209098,0.00133776744411769
"18","HOXB-AS3","17_46670497",-0.40752246995273,4.62208771787026,-1.08608905209098,0.00133776744411769
"19","HOXB-AS3","17_46670497",-0.426538049559375,4.62208771787026,-1.08608905209098,0.00133776744411769
"20","HOXB-AS3","17_46670497",-0.411693897954678,4.62208771787026,-1.08608905209098,0.00133776744411769
"21","HOXB-AS3","17_46670497",-0.394683218146271,4.62208771787026,-1.08608905209098,0.00133776744411769
"22","HOXB3","17_46660464",-0.346565842367639,3.44938415936346,4.37416732560866,0.00123290853043832
"23","HOXB3","17_46660464",-0.344716591164863,3.44938415936346,4.37416732560866,0.00123290853043832
"24","HOXB3","17_46660464",-0.348944754769504,3.44938415936346,4.37416732560866,0.00123290853043832
"25","HOXB3","17_46660464",-0.501061802175655,3.44938415936346,4.37416732560866,0.00123290853043832
"26","HOXB3","17_46660464",-0.476421103158737,3.44938415936346,4.37416732560866,0.00123290853043832
"27","HOXB3","17_46660464",-0.330447820859258,3.44938415936346,4.37416732560866,0.00123290853043832
"28","HOXB5","17_46670497",-0.525779297822443,4.24402788242932,-0.278650038986902,0.000895186393325462
"29","HOXB5","17_46670497",-0.502660000119465,4.24402788242932,-0.278650038986902,0.000895186393325462
"30","HOXB5","17_46670497",-0.432856843862632,4.24402788242932,-0.278650038986902,0.000895186393325462
"31","HOXB5","17_46670497",-0.426538049559375,4.24402788242932,-0.278650038986902,0.000895186393325462
"32","HOXB5","17_46670497",-0.411693897954678,4.24402788242932,-0.278650038986902,0.000895186393325462
"33","HOXB5","17_46670497",-0.394683218146271,4.24402788242932,-0.278650038986902,0.000895186393325462
"34","HOXB5","17_46670497",-0.40752246995273,4.24402788242932,-0.278650038986902,0.000895186393325462
"35","HOXB6","17_46670497",-0.525779297822443,4.29757967084612,-0.217745418367701,0.00151825941691639
"36","HOXB6","17_46670497",-0.502660000119465,4.29757967084612,-0.217745418367701,0.00151825941691639
"37","HOXB6","17_46670497",-0.432856843862632,4.29757967084612,-0.217745418367701,0.00151825941691639
"38","HOXB6","17_46670497",-0.426538049559375,4.29757967084612,-0.217745418367701,0.00151825941691639
"39","HOXB6","17_46670497",-0.411693897954678,4.29757967084612,-0.217745418367701,0.00151825941691639
"40","HOXB6","17_46670497",-0.394683218146271,4.29757967084612,-0.217745418367701,0.00151825941691639
"41","HOXB6","17_46670497",-0.40752246995273,4.29757967084612,-0.217745418367701,0.00151825941691639
"42","KCNC3","19_50835874",NA,2.36410216175462,1.11597357808109,0.00454575304538986
"43","KLK1","19_51319574",NA,2.1997376384809,-1.56240937749779,0.00743221145991444
"44","LILRA6","19_54738657",NA,2.15112763589036,2.83315172673395,0.00500317327276928
"45","MS4A4E","11_60009789",NA,1.91634337588097,4.24107212077579,0.00938542108266689
"46","MS4A6A","11_59951490",-0.339822773374981,1.91132604028733,5.82595440779752,0.035498013567472
"47","PDE6H","12_15124372",NA,1.57825589282218,-2.04017052627352,0.0116670694609437
"48","PKIB","6_122787051",NA,1.81648845029232,0.29814194230573,0.0120676469770628
"49","SATB2","2_200335376",NA,3.5274252375258,0.619334503872229,4.12556108608328e-08
"50","SLC22A15","1_116513092",NA,2.88169681968486,3.94005075564071,0.00129891882777669
"51","TBX20","7_35283128",-0.329618913003162,2.19693891775296,-4.88813289799069,0.0143637637070214
